setup_id,code,anchor_date,FOLLOWUP_SESSIONS_AVAILABLE,FULL_WINDOW_MATURED
002672:20240315:494,002672,2024-03-15,541,True
002676:20240315:427,002676,2024-03-15,541,True
002772:20240315:875,002772,2024-03-15,538,True
002920:20240315:12211,002920,2024-03-15,539,True
002931:20240315:1609,002931,2024-03-15,525,True
002961:20240315:1339,002961,2024-03-15,536,True
002979:20240315:1964,002979,2024-03-15,539,True
002996:20240315:996,002996,2024-03-15,538,True
003004:20240315:2406,003004,2024-03-15,538,True
600006:20240315:756,600006,2024-03-15,540,True
600160:20240315:2113,600160,2024-03-15,538,True
600203:20240315:761,600203,2024-03-15,540,True
600490:20240315:286,600490,2024-03-15,540,True
601086:20240315:493,601086,2024-03-15,538,True
601388:20240315:271,601388,2024-03-15,540,True
603106:20240315:618,603106,2024-03-15,539,True
603190:20240315:3132,603190,2024-03-15,537,True
603308:20240315:1377,603308,2024-03-15,539,True
603316:20240315:509,603316,2024-03-15,541,True
603363:20240315:437,603363,2024-03-15,539,True
603379:20240315:4530,603379,2024-03-15,537,True
603728:20240315:6820,603728,2024-03-15,541,True
605056:20240315:1588,605056,2024-03-15,537,True
605277:20240315:1445,605277,2024-03-15,538,True
605399:20240315:1339,605399,2024-03-15,539,True
000524:20240318:910,000524,2024-03-18,528,True
000599:20240318:464,000599,2024-03-18,532,True
000710:20240318:898,000710,2024-03-18,540,True
001309:20240318:11121,001309,2024-03-18,538,True
001896:20240318:484,001896,2024-03-18,540,True
002058:20240318:1200,002058,2024-03-18,538,True
002148:20240318:525,002148,2024-03-18,539,True
002196:20240318:598,002196,2024-03-18,540,True
002349:20240318:861,002349,2024-03-18,537,True
002520:20240318:607,002520,2024-03-18,540,True
002559:20240318:1179,002559,2024-03-18,537,True
002607:20240318:338,002607,2024-03-18,540,True
002611:20240318:840,002611,2024-03-18,538,True
002682:20240318:536,002682,2024-03-18,540,True
002712:20240318:523,002712,2024-03-18,540,True
002729:20240318:1618,002729,2024-03-18,532,True
002829:20240318:2344,002829,2024-03-18,540,True
002861:20240318:1110,002861,2024-03-18,538,True
002938:20240318:2404,002938,2024-03-18,537,True
002967:20240318:1465,002967,2024-03-18,535,True
002981:20240318:3326,002981,2024-03-18,537,True
003019:20240318:2339,003019,2024-03-18,537,True
600081:20240318:1130,600081,2024-03-18,538,True
600215:20240318:1012,600215,2024-03-18,539,True
600234:20240318:587,600234,2024-03-18,538,True
600281:20240318:385,600281,2024-03-18,540,True
600418:20240318:1885,600418,2024-03-18,540,True
600498:20240318:2035,600498,2024-03-18,538,True
600580:20240318:1445,600580,2024-03-18,537,True
600633:20240318:1198,600633,2024-03-18,535,True
600667:20240318:707,600667,2024-03-18,537,True
600715:20240318:259,600715,2024-03-18,536,True
600841:20240318:476,600841,2024-03-18,540,True
601118:20240318:534,601118,2024-03-18,539,True
601901:20240318:824,601901,2024-03-18,536,True
603013:20240318:1738,603013,2024-03-18,535,True
603052:20240318:3918,603052,2024-03-18,538,True
603089:20240318:1033,603089,2024-03-18,538,True
603122:20240318:732,603122,2024-03-18,535,True
603139:20240318:1522,603139,2024-03-18,538,True
603186:20240318:2668,603186,2024-03-18,539,True
603232:20240318:1288,603232,2024-03-18,538,True
603327:20240318:1755,603327,2024-03-18,537,True
603578:20240318:1354,603578,2024-03-18,539,True
603598:20240318:1956,603598,2024-03-18,540,True
603669:20240318:443,603669,2024-03-18,540,True
603716:20240318:881,603716,2024-03-18,540,True
603928:20240318:1134,603928,2024-03-18,535,True
603976:20240318:1595,603976,2024-03-18,536,True
605008:20240318:1393,605008,2024-03-18,530,True
605178:20240318:1806,605178,2024-03-18,526,True
605366:20240318:788,605366,2024-03-18,539,True
000586:20240319:1227,000586,2024-03-19,534,True
000801:20240319:1359,000801,2024-03-19,536,True
000833:20240319:583,000833,2024-03-19,536,True
000908:20240319:266,000908,2024-03-19,529,True
001206:20240319:1418,001206,2024-03-19,524,True
001283:20240319:4422,001283,2024-03-19,536,True
001366:20240319:1351,001366,2024-03-19,538,True
002141:20240319:216,002141,2024-03-19,537,True
002355:20240319:498,002355,2024-03-19,539,True
002496:20240319:202,002496,2024-03-19,537,True
002521:20240319:933,002521,2024-03-19,535,True
002842:20240319:700,002842,2024-03-19,538,True
002869:20240319:1892,002869,2024-03-19,537,True
002952:20240319:3325,002952,2024-03-19,536,True
002976:20240319:2839,002976,2024-03-19,537,True
002982:20240319:1775,002982,2024-03-19,536,True
600152:20240319:644,600152,2024-03-19,539,True
600439:20240319:309,600439,2024-03-19,538,True
600505:20240319:842,600505,2024-03-19,538,True
600506:20240319:1463,600506,2024-03-19,538,True
603023:20240319:393,603023,2024-03-19,537,True
603153:20240319:1922,603153,2024-03-19,536,True
603269:20240319:1497,603269,2024-03-19,536,True
603331:20240319:1456,603331,2024-03-19,537,True
603363:20240319:508,603363,2024-03-19,537,True
603373:20240319:3438,603373,2024-03-19,535,True
603375:20240319:5440,603375,2024-03-19,537,True
603601:20240319:347,603601,2024-03-19,535,True
603798:20240319:1027,603798,2024-03-19,534,True
605138:20240319:666,605138,2024-03-19,536,True
605277:20240319:1573,605277,2024-03-19,536,True
605296:20240319:2936,605296,2024-03-19,538,True
605337:20240319:1287,605337,2024-03-19,535,True
000777:20240320:1585,000777,2024-03-20,525,True
001309:20240320:12703,001309,2024-03-20,536,True
001324:20240320:2538,001324,2024-03-20,534,True
002130:20240320:825,002130,2024-03-20,536,True
002148:20240320:554,002148,2024-03-20,537,True
002253:20240320:1430,002253,2024-03-20,536,True
002295:20240320:708,002295,2024-03-20,536,True
002343:20240320:826,002343,2024-03-20,538,True
002377:20240320:246,002377,2024-03-20,537,True
002432:20240320:4711,002432,2024-03-20,535,True
002551:20240320:340,002551,2024-03-20,538,True
002636:20240320:780,002636,2024-03-20,535,True
002641:20240320:558,002641,2024-03-20,535,True
002795:20240320:613,002795,2024-03-20,538,True
002798:20240320:507,002798,2024-03-20,536,True
002858:20240320:1491,002858,2024-03-20,538,True
002862:20240320:1496,002862,2024-03-20,537,True
002871:20240320:1019,002871,2024-03-20,533,True
002980:20240320:2466,002980,2024-03-20,536,True
600148:20240320:1540,600148,2024-03-20,536,True
600255:20240320:207,600255,2024-03-20,538,True
600375:20240320:581,600375,2024-03-20,534,True
600580:20240320:1674,600580,2024-03-20,535,True
600615:20240320:1243,600615,2024-03-20,537,True
600793:20240320:1081,600793,2024-03-20,538,True
603002:20240320:627,603002,2024-03-20,536,True
603050:20240320:2239,603050,2024-03-20,534,True
603139:20240320:1638,603139,2024-03-20,536,True
603305:20240320:1669,603305,2024-03-20,528,True
603322:20240320:4183,603322,2024-03-20,538,True
603357:20240320:948,603357,2024-03-20,534,True
603598:20240320:2070,603598,2024-03-20,538,True
603721:20240320:3520,603721,2024-03-20,530,True
603848:20240320:1552,603848,2024-03-20,535,True
605005:20240320:1802,605005,2024-03-20,535,True
605056:20240320:1760,605056,2024-03-20,534,True
000506:20240321:422,000506,2024-03-21,530,True
000881:20240321:710,000881,2024-03-21,537,True
001201:20240321:2137,001201,2024-03-21,537,True
002058:20240321:1273,002058,2024-03-21,535,True
002075:20240321:462,002075,2024-03-21,532,True
002124:20240321:327,002124,2024-03-21,535,True
002361:20240321:398,002361,2024-03-21,535,True
002553:20240321:1306,002553,2024-03-21,533,True
002575:20240321:791,002575,2024-03-21,537,True
002657:20240321:1771,002657,2024-03-21,537,True
002715:20240321:1341,002715,2024-03-21,526,True
002735:20240321:1319,002735,2024-03-21,536,True
002825:20240321:814,002825,2024-03-21,533,True
002968:20240321:1122,002968,2024-03-21,523,True
002982:20240321:1960,002982,2024-03-21,534,True
003026:20240321:3125,003026,2024-03-21,534,True
600229:20240321:875,600229,2024-03-21,535,True
600234:20240321:633,600234,2024-03-21,535,True
600331:20240321:759,600331,2024-03-21,536,True
600593:20240321:2369,600593,2024-03-21,532,True
600843:20240321:653,600843,2024-03-21,535,True
600844:20240321:319,600844,2024-03-21,537,True
600986:20240321:583,600986,2024-03-21,536,True
600990:20240321:1953,600990,2024-03-21,537,True
601137:20240321:1914,601137,2024-03-21,534,True
603018:20240321:879,603018,2024-03-21,534,True
603042:20240321:1430,603042,2024-03-21,531,True
603085:20240321:1053,603085,2024-03-21,537,True
603196:20240321:1294,603196,2024-03-21,526,True
603218:20240321:1203,603218,2024-03-21,535,True
603226:20240321:526,603226,2024-03-21,533,True
603356:20240321:1859,603356,2024-03-21,532,True
603383:20240321:4257,603383,2024-03-21,532,True
605180:20240321:1163,605180,2024-03-21,534,True
605296:20240321:3353,605296,2024-03-21,536,True
000156:20240322:849,000156,2024-03-22,534,True
000420:20240322:377,000420,2024-03-22,536,True
000715:20240322:796,000715,2024-03-22,533,True
000719:20240322:1449,000719,2024-03-22,533,True
002119:20240322:1265,002119,2024-03-22,533,True
002171:20240322:851,002171,2024-03-22,533,True
002210:20240322:182,002210,2024-03-22,536,True
002343:20240322:922,002343,2024-03-22,536,True
002388:20240322:517,002388,2024-03-22,534,True
002609:20240322:1107,002609,2024-03-22,533,True
002669:20240322:1143,002669,2024-03-22,534,True
002893:20240322:1035,002893,2024-03-22,533,True
002929:20240322:4510,002929,2024-03-22,534,True
002980:20240322:2671,002980,2024-03-22,534,True
600250:20240322:999,600250,2024-03-22,521,True
600577:20240322:458,600577,2024-03-22,531,True
600602:20240322:1508,600602,2024-03-22,533,True
600683:20240322:455,600683,2024-03-22,536,True
600825:20240322:575,600825,2024-03-22,536,True
600973:20240322:461,600973,2024-03-22,536,True
601595:20240322:3443,601595,2024-03-22,533,True
603004:20240322:2454,603004,2024-03-22,533,True
603221:20240322:978,603221,2024-03-22,534,True
603577:20240322:905,603577,2024-03-22,533,True
603613:20240322:2349,603613,2024-03-22,534,True
603629:20240322:3042,603629,2024-03-22,532,True
605198:20240322:2385,605198,2024-03-22,534,True
000890:20240325:449,000890,2024-03-25,535,True
001366:20240325:1436,001366,2024-03-25,534,True
001896:20240325:541,001896,2024-03-25,535,True
002725:20240325:1095,002725,2024-03-25,529,True
002828:20240325:965,002828,2024-03-25,523,True
002889:20240325:2460,002889,2024-03-25,532,True
002999:20240325:682,002999,2024-03-25,532,True
003029:20240325:1944,003029,2024-03-25,535,True
600198:20240325:662,600198,2024-03-25,535,True
600361:20240325:453,600361,2024-03-25,532,True
600793:20240325:1136,600793,2024-03-25,535,True
600984:20240325:309,600984,2024-03-25,535,True
603037:20240325:2527,603037,2024-03-25,527,True
603256:20240325:765,603256,2024-03-25,535,True
603607:20240325:1604,603607,2024-03-25,531,True
603626:20240325:693,603626,2024-03-25,534,True
603688:20240325:9131,603688,2024-03-25,532,True
603709:20240325:1573,603709,2024-03-25,534,True
603813:20240325:1386,603813,2024-03-25,532,True
605178:20240325:1950,605178,2024-03-25,521,True
000572:20240326:451,000572,2024-03-26,534,True
000680:20240326:725,000680,2024-03-26,529,True
000965:20240326:320,000965,2024-03-26,533,True
001282:20240326:3637,001282,2024-03-26,529,True
001358:20240326:3655,001358,2024-03-26,531,True
002151:20240326:3330,002151,2024-03-26,533,True
002326:20240326:1082,002326,2024-03-26,534,True
002388:20240326:528,002388,2024-03-26,532,True
002682:20240326:543,002682,2024-03-26,534,True
002708:20240326:1099,002708,2024-03-26,525,True
002709:20240326:2202,002709,2024-03-26,530,True
002805:20240326:1245,002805,2024-03-26,534,True
002848:20240326:971,002848,2024-03-26,532,True
002953:20240326:1199,002953,2024-03-26,531,True
002957:20240326:1603,002957,2024-03-26,531,True
600159:20240326:314,600159,2024-03-26,534,True
600241:20240326:756,600241,2024-03-26,534,True
600257:20240326:626,600257,2024-03-26,534,True
600400:20240326:268,600400,2024-03-26,534,True
600605:20240326:2287,600605,2024-03-26,531,True
600748:20240326:343,600748,2024-03-26,533,True
603006:20240326:1100,603006,2024-03-26,530,True
603031:20240326:5198,603031,2024-03-26,531,True
603192:20240326:1628,603192,2024-03-26,531,True
603230:20240326:1582,603230,2024-03-26,531,True
603527:20240326:917,603527,2024-03-26,531,True
603659:20240326:1960,603659,2024-03-26,531,True
603663:20240326:1214,603663,2024-03-26,532,True
603810:20240326:1189,603810,2024-03-26,533,True
603936:20240326:887,603936,2024-03-26,533,True
605069:20240326:784,605069,2024-03-26,534,True
605100:20240326:1499,605100,2024-03-26,529,True
605378:20240326:2242,605378,2024-03-26,531,True
000099:20240327:1299,000099,2024-03-27,529,True
001222:20240327:1355,001222,2024-03-27,531,True
002058:20240327:1206,002058,2024-03-27,531,True
002331:20240327:795,002331,2024-03-27,532,True
002420:20240327:503,002420,2024-03-27,530,True
002562:20240327:353,002562,2024-03-27,532,True
002626:20240327:1483,002626,2024-03-27,530,True
002676:20240327:462,002676,2024-03-27,533,True
002712:20240327:569,002712,2024-03-27,533,True
002715:20240327:1453,002715,2024-03-27,522,True
002847:20240327:7567,002847,2024-03-27,528,True
002869:20240327:2078,002869,2024-03-27,531,True
600198:20240327:717,600198,2024-03-27,533,True
600463:20240327:860,600463,2024-03-27,533,True
600715:20240327:301,600715,2024-03-27,529,True
603139:20240327:1597,603139,2024-03-27,531,True
603679:20240327:1271,603679,2024-03-27,532,True
603709:20240327:1718,603709,2024-03-27,532,True
603719:20240327:1674,603719,2024-03-27,524,True
603813:20240327:1398,603813,2024-03-27,530,True
603895:20240327:2299,603895,2024-03-27,533,True
603933:20240327:1569,603933,2024-03-27,524,True
605162:20240327:778,605162,2024-03-27,530,True
000415:20240328:226,000415,2024-03-28,532,True
000420:20240328:378,000420,2024-03-28,532,True
000561:20240328:820,000561,2024-03-28,532,True
000571:20240328:297,000571,2024-03-28,532,True
000701:20240328:479,000701,2024-03-28,532,True
000977:20240328:4435,000977,2024-03-28,530,True
001696:20240328:738,001696,2024-03-28,529,True
002085:20240328:1574,002085,2024-03-28,528,True
002097:20240328:829,002097,2024-03-28,530,True
002361:20240328:358,002361,2024-03-28,530,True
002413:20240328:468,002413,2024-03-28,532,True
002520:20240328:580,002520,2024-03-28,532,True
002526:20240328:283,002526,2024-03-28,531,True
002565:20240328:316,002565,2024-03-28,530,True
002579:20240328:815,002579,2024-03-28,532,True
002599:20240328:686,002599,2024-03-28,530,True
002636:20240328:745,002636,2024-03-28,529,True
002638:20240328:232,002638,2024-03-28,532,True
002658:20240328:694,002658,2024-03-28,529,True
002792:20240328:1628,002792,2024-03-28,530,True
002829:20240328:2437,002829,2024-03-28,532,True
002963:20240328:1222,002963,2024-03-28,531,True
002967:20240328:1485,002967,2024-03-28,527,True
002981:20240328:3160,002981,2024-03-28,529,True
002999:20240328:675,002999,2024-03-28,529,True
600191:20240328:530,600191,2024-03-28,530,True
600506:20240328:1418,600506,2024-03-28,531,True
600843:20240328:624,600843,2024-03-28,530,True
600990:20240328:1806,600990,2024-03-28,532,True
603058:20240328:812,603058,2024-03-28,520,True
603232:20240328:1264,603232,2024-03-28,530,True
603261:20240328:3967,603261,2024-03-28,530,True
603308:20240328:1375,603308,2024-03-28,530,True
603607:20240328:1623,603607,2024-03-28,528,True
603663:20240328:1356,603663,2024-03-28,530,True
603667:20240328:1840,603667,2024-03-28,529,True
603887:20240328:649,603887,2024-03-28,527,True
603967:20240328:934,603967,2024-03-28,529,True
603992:20240328:1800,603992,2024-03-28,527,True
605080:20240328:1896,605080,2024-03-28,530,True
605118:20240328:1918,605118,2024-03-28,527,True
605298:20240328:1297,605298,2024-03-28,529,True
000603:20240329:1290,000603,2024-03-29,520,True
000737:20240329:835,000737,2024-03-29,529,True
000890:20240329:447,000890,2024-03-29,531,True
002194:20240329:1011,002194,2024-03-29,529,True
002377:20240329:264,002377,2024-03-29,530,True
002446:20240329:752,002446,2024-03-29,531,True
002533:20240329:1032,002533,2024-03-29,527,True
002589:20240329:303,002589,2024-03-29,531,True
002625:20240329:2231,002625,2024-03-29,529,True
002645:20240329:1144,002645,2024-03-29,530,True
002660:20240329:909,002660,2024-03-29,529,True
002778:20240329:1217,002778,2024-03-29,526,True
002796:20240329:1044,002796,2024-03-29,531,True
002840:20240329:2119,002840,2024-03-29,531,True
002848:20240329:1012,002848,2024-03-29,529,True
002895:20240329:1822,002895,2024-03-29,527,True
600007:20240329:2419,600007,2024-03-29,528,True
600097:20240329:913,600097,2024-03-29,528,True
600113:20240329:791,600113,2024-03-29,528,True
600203:20240329:767,600203,2024-03-29,530,True
600593:20240329:2688,600593,2024-03-29,526,True
600807:20240329:347,600807,2024-03-29,531,True
600988:20240329:1635,600988,2024-03-29,526,True
600992:20240329:1316,600992,2024-03-29,530,True
601388:20240329:296,601388,2024-03-29,530,True
601808:20240329:1902,601808,2024-03-29,528,True
601975:20240329:355,601975,2024-03-29,530,True
603050:20240329:2721,603050,2024-03-29,527,True
603085:20240329:1073,603085,2024-03-29,531,True
603096:20240329:1926,603096,2024-03-29,528,True
603097:20240329:2517,603097,2024-03-29,529,True
603527:20240329:980,603527,2024-03-29,528,True
603798:20240329:1077,603798,2024-03-29,526,True
603855:20240329:2178,603855,2024-03-29,528,True
603900:20240329:509,603900,2024-03-29,529,True
603926:20240329:1067,603926,2024-03-29,528,True
605138:20240329:704,605138,2024-03-29,528,True
605178:20240329:1976,605178,2024-03-29,517,True
605296:20240329:3643,605296,2024-03-29,530,True
000100:20240401:514,000100,2024-04-01,527,True
000546:20240401:591,000546,2024-04-01,530,True
001288:20240401:2246,001288,2024-04-01,527,True
001339:20240401:3186,001339,2024-04-01,526,True
001373:20240401:3373,001373,2024-04-01,527,True
002097:20240401:935,002097,2024-04-01,528,True
002099:20240401:616,002099,2024-04-01,530,True
002167:20240401:688,002167,2024-04-01,530,True
002295:20240401:717,002295,2024-04-01,528,True
002324:20240401:1041,002324,2024-04-01,526,True
002362:20240401:2239,002362,2024-04-01,530,True
002387:20240401:881,002387,2024-04-01,525,True
002541:20240401:1645,002541,2024-04-01,527,True
002568:20240401:1960,002568,2024-04-01,528,True
002638:20240401:253,002638,2024-04-01,530,True
002725:20240401:1103,002725,2024-04-01,524,True
002801:20240401:2340,002801,2024-04-01,526,True
002850:20240401:9022,002850,2024-04-01,527,True
002882:20240401:1869,002882,2024-04-01,527,True
002901:20240401:3232,002901,2024-04-01,527,True
002906:20240401:2814,002906,2024-04-01,527,True
002928:20240401:594,002928,2024-04-01,530,True
002967:20240401:1693,002967,2024-04-01,525,True
003001:20240401:1513,003001,2024-04-01,527,True
600121:20240401:385,600121,2024-04-01,530,True
600257:20240401:770,600257,2024-04-01,530,True
600288:20240401:980,600288,2024-04-01,530,True
600463:20240401:905,600463,2024-04-01,530,True
600569:20240401:202,600569,2024-04-01,530,True
600592:20240401:1043,600592,2024-04-01,525,True
600707:20240401:809,600707,2024-04-01,529,True
600819:20240401:515,600819,2024-04-01,528,True
603151:20240401:1459,603151,2024-04-01,518,True
603172:20240401:1535,603172,2024-04-01,527,True
603188:20240401:309,603188,2024-04-01,530,True
603408:20240401:1406,603408,2024-04-01,525,True
603516:20240401:2972,603516,2024-04-01,528,True
603657:20240401:1320,603657,2024-04-01,528,True
603661:20240401:4472,603661,2024-04-01,528,True
603696:20240401:917,603696,2024-04-01,527,True
603773:20240401:3196,603773,2024-04-01,528,True
603787:20240401:1186,603787,2024-04-01,525,True
603790:20240401:1134,603790,2024-04-01,527,True
603799:20240401:2983,603799,2024-04-01,527,True
603876:20240401:999,603876,2024-04-01,525,True
603991:20240401:3777,603991,2024-04-01,521,True
605088:20240401:2351,605088,2024-04-01,527,True
605100:20240401:1605,605100,2024-04-01,525,True
605117:20240401:9902,605117,2024-04-01,525,True
000506:20240402:455,000506,2024-04-02,522,True
000545:20240402:265,000545,2024-04-02,519,True
000691:20240402:449,000691,2024-04-02,525,True
000737:20240402:981,000737,2024-04-02,527,True
001255:20240402:2864,001255,2024-04-02,526,True
001299:20240402:1372,001299,2024-04-02,525,True
002176:20240402:1080,002176,2024-04-02,524,True
002513:20240402:528,002513,2024-04-02,529,True
002748:20240402:920,002748,2024-04-02,525,True
002753:20240402:714,002753,2024-04-02,526,True
002805:20240402:1415,002805,2024-04-02,529,True
600215:20240402:1009,600215,2024-04-02,528,True
600232:20240402:553,600232,2024-04-02,526,True
600281:20240402:402,600281,2024-04-02,529,True
600319:20240402:499,600319,2024-04-02,519,True
600389:20240402:1470,600389,2024-04-02,525,True
601113:20240402:363,601113,2024-04-02,529,True
601218:20240402:356,601218,2024-04-02,527,True
603050:20240402:3204,603050,2024-04-02,525,True
603167:20240402:972,603167,2024-04-02,524,True
603823:20240402:866,603823,2024-04-02,526,True
603950:20240402:1888,603950,2024-04-02,521,True
603967:20240402:1038,603967,2024-04-02,526,True
603978:20240402:1365,603978,2024-04-02,529,True
603988:20240402:1034,603988,2024-04-02,524,True
605566:20240402:1987,605566,2024-04-02,527,True
000803:20240403:510,000803,2024-04-03,528,True
000850:20240403:411,000850,2024-04-03,526,True
000893:20240403:2027,000893,2024-04-03,527,True
000933:20240403:2239,000933,2024-04-03,524,True
001337:20240403:3004,001337,2024-04-03,524,True
002023:20240403:1075,002023,2024-04-03,527,True
002119:20240403:1261,002119,2024-04-03,525,True
002213:20240403:1316,002213,2024-04-03,527,True
002378:20240403:680,002378,2024-04-03,525,True
002578:20240403:380,002578,2024-04-03,527,True
002702:20240403:490,002702,2024-04-03,527,True
002949:20240403:1307,002949,2024-04-03,525,True
600255:20240403:218,600255,2024-04-03,528,True
600595:20240403:394,600595,2024-04-03,527,True
600712:20240403:471,600712,2024-04-03,528,True
600714:20240403:870,600714,2024-04-03,525,True
600768:20240403:1091,600768,2024-04-03,525,True
601212:20240403:328,601212,2024-04-03,528,True
603214:20240403:1450,603214,2024-04-03,523,True
603216:20240403:1133,603216,2024-04-03,516,True
603612:20240403:1430,603612,2024-04-03,526,True
603779:20240403:999,603779,2024-04-03,523,True
603818:20240403:435,603818,2024-04-03,527,True
603929:20240403:2239,603929,2024-04-03,524,True
605179:20240403:1243,605179,2024-04-03,525,True
605588:20240403:5046,605588,2024-04-03,527,True
000025:20240408:1725,000025,2024-04-08,525,True
000037:20240408:1018,000037,2024-04-08,526,True
000751:20240408:369,000751,2024-04-08,526,True
000993:20240408:1087,000993,2024-04-08,525,True
001216:20240408:1638,001216,2024-04-08,524,True
001339:20240408:3288,001339,2024-04-08,523,True
001359:20240408:2831,001359,2024-04-08,524,True
001376:20240408:1867,001376,2024-04-08,523,True
001896:20240408:506,001896,2024-04-08,527,True
002246:20240408:914,002246,2024-04-08,523,True
002331:20240408:799,002331,2024-04-08,526,True
002355:20240408:482,002355,2024-04-08,527,True
002403:20240408:946,002403,2024-04-08,526,True
002703:20240408:1400,002703,2024-04-08,525,True
002715:20240408:1694,002715,2024-04-08,516,True
002716:20240408:363,002716,2024-04-08,527,True
002729:20240408:1478,002729,2024-04-08,519,True
002780:20240408:1375,002780,2024-04-08,526,True
002813:20240408:3152,002813,2024-04-08,527,True
002829:20240408:2482,002829,2024-04-08,527,True
002889:20240408:2388,002889,2024-04-08,524,True
002970:20240408:2846,002970,2024-04-08,522,True
002976:20240408:3077,002976,2024-04-08,525,True
003041:20240408:1481,003041,2024-04-08,515,True
600094:20240408:373,600094,2024-04-08,526,True
600173:20240408:475,600173,2024-04-08,526,True
600250:20240408:1104,600250,2024-04-08,512,True
600319:20240408:524,600319,2024-04-08,517,True
600505:20240408:934,600505,2024-04-08,526,True
600611:20240408:306,600611,2024-04-08,524,True
600650:20240408:899,600650,2024-04-08,525,True
600719:20240408:762,600719,2024-04-08,527,True
600744:20240408:338,600744,2024-04-08,527,True
601069:20240408:1321,601069,2024-04-08,525,True
603032:20240408:2542,603032,2024-04-08,525,True
603110:20240408:1821,603110,2024-04-08,526,True
603536:20240408:1240,603536,2024-04-08,526,True
603615:20240408:2054,603615,2024-04-08,525,True
605011:20240408:2641,605011,2024-04-08,523,True
605133:20240408:2217,605133,2024-04-08,524,True
605580:20240408:1133,605580,2024-04-08,523,True
000590:20240409:794,000590,2024-04-09,526,True
000612:20240409:766,000612,2024-04-09,513,True
000888:20240409:1166,000888,2024-04-09,523,True
001217:20240409:1302,001217,2024-04-09,523,True
001301:20240409:3714,001301,2024-04-09,523,True
001380:20240409:3025,001380,2024-04-09,523,True
002066:20240409:988,002066,2024-04-09,524,True
002196:20240409:630,002196,2024-04-09,526,True
002348:20240409:352,002348,2024-04-09,521,True
002455:20240409:600,002455,2024-04-09,525,True
002679:20240409:1016,002679,2024-04-09,524,True
002709:20240409:2531,002709,2024-04-09,522,True
002718:20240409:1395,002718,2024-04-09,518,True
002734:20240409:751,002734,2024-04-09,522,True
002805:20240409:1475,002805,2024-04-09,526,True
002806:20240409:1016,002806,2024-04-09,521,True
002846:20240409:960,002846,2024-04-09,524,True
002861:20240409:1101,002861,2024-04-09,524,True
002956:20240409:1394,002956,2024-04-09,523,True
003029:20240409:1870,003029,2024-04-09,526,True
600067:20240409:218,600067,2024-04-09,524,True
600210:20240409:607,600210,2024-04-09,524,True
600392:20240409:1180,600392,2024-04-09,522,True
600765:20240409:1624,600765,2024-04-09,524,True
600768:20240409:1166,600768,2024-04-09,523,True
600793:20240409:1130,600793,2024-04-09,526,True
600816:20240409:288,600816,2024-04-09,526,True
600822:20240409:1119,600822,2024-04-09,526,True
600858:20240409:510,600858,2024-04-09,523,True
603026:20240409:4597,603026,2024-04-09,525,True
603127:20240409:1896,603127,2024-04-09,524,True
603139:20240409:1680,603139,2024-04-09,524,True
603200:20240409:2437,603200,2024-04-09,524,True
603335:20240409:556,603335,2024-04-09,526,True
603813:20240409:1387,603813,2024-04-09,523,True
603906:20240409:1069,603906,2024-04-09,526,True
605007:20240409:1613,605007,2024-04-09,523,True
605122:20240409:1241,605122,2024-04-09,525,True
605366:20240409:777,605366,2024-04-09,525,True
605376:20240409:2099,605376,2024-04-09,523,True
605399:20240409:1412,605399,2024-04-09,524,True
000017:20240410:997,000017,2024-04-10,525,True
000421:20240410:604,000421,2024-04-10,512,True
001379:20240410:1819,001379,2024-04-10,520,True
001696:20240410:964,001696,2024-04-10,522,True
002187:20240410:596,002187,2024-04-10,523,True
600149:20240410:486,600149,2024-04-10,525,True
600744:20240410:376,600744,2024-04-10,525,True
600857:20240410:812,600857,2024-04-10,523,True
600984:20240410:318,600984,2024-04-10,525,True
603330:20240410:662,603330,2024-04-10,520,True
603358:20240410:2266,603358,2024-04-10,520,True
603876:20240410:1210,603876,2024-04-10,520,True
000428:20240411:406,000428,2024-04-11,524,True
000528:20240411:1086,000528,2024-04-11,521,True
000881:20240411:714,000881,2024-04-11,524,True
000888:20240411:1337,000888,2024-04-11,521,True
001210:20240411:1739,001210,2024-04-11,519,True
001239:20240411:1903,001239,2024-04-11,524,True
001378:20240411:3218,001378,2024-04-11,519,True
002343:20240411:829,002343,2024-04-11,524,True
002455:20240411:638,002455,2024-04-11,523,True
002597:20240411:2111,002597,2024-04-11,521,True
002761:20240411:920,002761,2024-04-11,512,True
002970:20240411:2998,002970,2024-04-11,519,True
002980:20240411:2829,002980,2024-04-11,522,True
600444:20240411:1451,600444,2024-04-11,521,True
600715:20240411:246,600715,2024-04-11,520,True
600726:20240411:232,600726,2024-04-11,524,True
600815:20240411:272,600815,2024-04-11,524,True
600865:20240411:794,600865,2024-04-11,522,True
601121:20240411:712,601121,2024-04-11,516,True
601179:20240411:603,601179,2024-04-11,518,True
603016:20240411:1850,603016,2024-04-11,521,True
603107:20240411:1884,603107,2024-04-11,521,True
603280:20240411:2363,603280,2024-04-11,521,True
603289:20240411:957,603289,2024-04-11,521,True
603306:20240411:2134,603306,2024-04-11,512,True
603500:20240411:1142,603500,2024-04-11,521,True
603508:20240411:2033,603508,2024-04-11,514,True
603721:20240411:3318,603721,2024-04-11,516,True
603813:20240411:1425,603813,2024-04-11,521,True
605069:20240411:791,605069,2024-04-11,524,True
000059:20240412:609,000059,2024-04-12,522,True
